name,address,price,neighborhood,county,type,reviews,stars,match_camis,match_distance,match_name
Jake's Steakhouse,"6031 Broadway,Bronx, NY  10471",3,Bronx ,Bronx County, Contemporary American,68,4.2,40819558,0.0,jake's steakhouse
Jacques,"20 Prince Street,New York, NY  10012",3,NoLita ,New York County, French,14,3.8,41018152,0.0020913864976475098,jacques 1534
Jack's Restaurant & Bar - NYC,"147 West 40th Street,New York, NY  10018",2,Theater District / Times Square ,New York County," Global, International",42,3.9,40641617,0.0,jack's restaurant & bar
Iridium Jazz Club,"1650 Broadway,New York, NY  10019",3,Theater District / Times Square ,New York County, American,53,3.7,40566489,0.057428606328401244,pizza hut
Isabella's,"359 Columbus Ave at 77th Street,New York, NY  10024",3,Upper West Side ,New York County, American,130,3.9,41300526,0.0,isabella's
Intermezzo,"202 8th Ave,New York, NY  10011",3,Chelsea ,New York County, Italian,26,3.3,41647939,0.0017945291006485349,intermezzo
Inside Park at St. Bart's,"325 Park Avenue @ 50th Street,New York, NY  10022",3,Midtown East ,New York County, Contemporary American,109,3.5,41249550,0.02273588068481065,inside park at st. bart's
'inoteca,"323 Third Avenue,New York, NY  10070",2,Gramercy / Flatiron ,New York County, Italian,60,3.8,41212475,0.05547629525301627,moe's cafe
Inakaya,"620 8th Avenue,New York, NY  10018",3,Theater District / Times Square ,New York County, Japanese,83,3.8,41385488,0.0009494677574792074,inakaya
Il Violino,"180 Columbus Avenue,New York, NY  10023",3,Upper West Side ,New York County, Italian,27,3.8,50037749,0.0,il violino
ilili,"236 Fifth Avenue,New York, NY  10001",3,Murray Hill ,New York County, Mediterranean,356,4.1,41282946,0.00104721305533836,ilili restaurant
Indochine,"430 Lafayette Street,New York, NY  10003",3,NoHo ,New York County, Vietnamese,84,3.8,40393772,0.00037006472527707193,indo chine
Indus Valley,"2636 Broadway,New York, NY  10025",2,Upper West Side ,New York County, Indian,26,4.1,50043927,0.0,manhattan valley
In Vino Wine Bar & Restaurant,"215 East 4th Street,New York, NY  10009",2,East Village ,New York County, Italian,57,3.9,40382367,0.11117537203352357,sidewalk bar & restaurant
Il Valentino,"330 East 56th Street,New York, NY  10022",2,Upper East Side ,New York County, Italian,27,3.4,50008139,0.08672790660934655,le pain quotidien
Il Riccio,"152 East 79th Street,New York, NY  10021",2,Upper East Side ,New York County, Italian,55,3.9,40692857,0.00034349954052747693,il riccio restaurant
Industria Argentina,"329 Greenwich Street,New York, NY  10013",2,TriBeCa - Downtown ,New York County, Argentinean,85,3.7,40399174,0.030375199116703132,gigino trattoria
Il Postino,"337 East 49th Street,New York, NY  10017",3,Midtown East ,New York County, Italian,32,4.0,40578124,0.001889386978512344,il postino
iL Punto,"507 9th Ave at 38th St.,New York, NY  10018",3,Theater District / Times Square ,New York County, Italian,64,3.6,41506131,0.01801550106384159,il punto ristorante
Il Matto,"281 Church Street,New York, NY  10013",4,TriBeCa - Downtown ,New York County, Italian,105,3.9,41249082,0.009141851188654853,b flat
Il Corso,"54 West 55th Street,New York, NY  10019",3,Midtown West ,New York County, Italian,86,4.1,41319437,0.0,il corso ristorante italiano
Il Cantinori,"32 East 10th Street,New York, NY  10003",4,East Village ,New York County, Italian,85,4.3,40378571,0.0,il cantinori restauraunt
Il Bastardo,"191 7th Ave,New York, NY  10001",3,Chelsea ,New York County, Italian,77,3.4,40971294,0.005209043260644726,il bastardo
Iguana,"240 West 54th Street,New York, NY  10019",2,Midtown West ,New York County, Mexican,33,3.7,40676801,0.0,iguana restaurant
I Trulli,"122 East 27th Street,New York, NY  10016",3,Murray Hill ,New York County, Italian,285,3.9,40511659,0.0,i trulli restaurant
Il Buco,"47 Bond St.,New York, NY  10012",3,NoHo ,New York County, Mediterranean,176,4.2,40400710,0.0016758174915514536,il buco restaurant
I Tre Merli,"463 West Broadway,New York, NY  10012",2,SoHo ,New York County, Italian,27,3.2,40955456,0.12147797321890311,the mercer submercer
Hundred Acres,"38 MacDougal St.,New York, NY  10012",2,SoHo ,New York County, American,249,3.9,41243023,0.00195883132259317,hundred acres
The Hurricane Club,"360 Park Avenue South,New York, NY  10010",3,Gramercy / Flatiron ,New York County, Pan-Asian,158,3.8,41633327,0.12193912109411294,the churchill tavern
Hudson Hall,"356 West 58th Street,New York, NY  10019",3,Midtown West ,New York County, Contemporary American,13,3.2,41486386,0.0,hudson common
The House,"121 E 17th Street,New York, NY  10003",3,Gramercy / Flatiron ,New York County, American,121,3.8,50013681,0.0010570133383730163,the house in gramercy park
Hotel Griffou,"21 West 9th Street,New York, NY  10011",3,West Village ,New York County, American,98,3.8,41634218,0.15601888969390282,tue thai food
HK Hell's Kitchen,"523 9th Avenue,New York, NY  10018",2,Hell's Kitchen ,New York County, Contemporary American,72,3.3,40993654,0.002972340672184633,hells kitchen cafe/hk lounge
Hill Country,"30 West 26th Street,New York, NY  10010",2,Chelsea ,New York County, Barbecue,135,3.7,41240424,0.0,hill country
Highlands,"150 West 10th St.,New York, NY  10014",2,Greenwich Village ,New York County, Gastro Pub,30,3.6,41448559,0.0,highlands restaurant
Highpoint Bistro and Bar,"216 7th Ave.,New York, NY  10020",2,Chelsea ,New York County, American,74,3.9,41073604,0.1161309303583598,big booty bread
Henry's Restaurant,"2745 Broadway,New York, NY  10025",2,Upper West Side ,New York County, Contemporary American,59,3.9,40715372,0.003573770135774444,henry's
Hearth,"403 East 12 Street,New York, NY  10009",4,East Village ,New York County, American,175,4.2,40998515,0.0,hearth
Heartland Brewery Chophouse,"127 West 43rd Street,New York, NY  10036",2,Theater District / Times Square ,New York County, American,41,3.3,40830563,0.010494958483245545,heartland brewery
Havana Central Union Square,"22 East 17th Street,New York, NY  10003",2,Union Square ,New York County, Cuban,84,3.5,50008485,0.08541601830190405,the pavilion market cafe
Havana NY,"27 West 38th Street,New York, NY  10018",2,Midtown West ,New York County, Cuban,60,3.7,50053465,0.044043447735694824,havana ny restaurant & bar
Havana - Alma de Cuba,"94 Christopher St.,New York, NY  10014",2,West Village ,New York County, Cuban,55,3.9,40692411,0.0,havana alma de cuba
Havana Central Times Square,"151 W 46th Street,New York, NY  10036",2,Theater District / Times Square ,New York County, Cuban,361,3.8,41117795,0.0,havana central
Havana Central at The West End,"2911 Broadway,New York, NY  10025",2,Upper West Side ,New York County, Cuban,51,3.7,41464748,0.189276601619442,diana center cafeteria
Haru Sushi - Gramercy Park,"220 Park Avenue South,New York, NY  10003",3,Gramercy / Flatiron ,New York County, Japanese,60,3.7,41070399,0.002475137294001438,haru
The Harrison,"355 Greenwich Street,New York, NY  10013",3,TriBeCa - Downtown ,New York County, American,113,4.0,41317594,0.16828665791685243,mark forgione
Harry's Cafe and Steak,"One Hanover Square,New York, NY  10004",3,Financial District ,New York County, Steak,18,3.8,41178691,0.0013005922397442298,harry's cafe/harry's steak
Haru Sushi - Wall Street,"One Wall Street Court,New York, NY  10005",2,Financial District ,New York County, Japanese,55,3.8,40512403,0.06241160391319561,china chalet
Haru Sushi - Broadway,"205 West 43rd Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Japanese,152,3.8,50010210,0.037472460129069705,haru
Hachi Asian Bistro,"631 Grand Street,Brooklyn, NY  11211",2,Williamsburg ,Kings County, Asian,-1,-1,41407168,0.003408287525126218,hachi
Hakata Tonton,"61 Grove Street,New York, NY  10014",3,West Village ,New York County, Japanese,42,4.4,41309690,0.0010720602112994256,hakata ton ton
Gyu-Kaku - Mid Town,"805 3rd Ave 2nd Floor,New York, NY  10022",3,Midtown East ,New York County, Japanese,173,4.0,41215734,0.0,gyu-kaku
GustOrganics,"519 Avenue of the Americas,New York, NY  10011",2,West Village ,New York County, Organic,64,3.4,40838447,0.03312127484109603,starbucks
Guayoyo Restaurant,"67 First Avenue,New York, NY  10003",2,East Village ,New York County, South American,10,3.9,50005527,0.020036079692792592,cho-ko restaurant
Gusto Ristorante e Bar Americano,"60 Greenwich Ave,New York, NY  10011",3,West Village ,New York County, Italian,95,3.9,50016203,0.1151773452890734,toby's estate coffee roaster
Guantanamera,"939 8th Avenue,New York, NY  10019",2,Midtown West ,New York County, Cuban,61,3.6,41382688,0.0,guantanamera
Hakubai - The Kitano,"66 Park Avenue,New York, NY  10016",4,Murray Hill ,New York County, Japanese,23,4.0,40926520,0.00629905662100845,hakubai and jazz at kitano
Gyu-Kaku - East Village,"34 Cooper Square,New York, NY  10003",3,East Village ,New York County, Japanese,155,4.0,41234821,0.0,gyu-kaku
Grotta Azzurra,"177 Mulberry Street,New York, NY  10013",2,Little Italy ,New York County, Italian,45,3.4,40987470,0.0041255276381357625,grotta azzurra
The Grill Room,"225 Liberty Street,New York, NY  10281",3,Financial District ,New York County, Seafood,20,3.8,41507901,0.2066116530954042,the living room
Greenwich Grill,"428 Greenwich Street,New York, NY  10013",3,TriBeCa - Downtown ,New York County, Italian,79,3.9,40393725,0.19471716411794354,tribeca grill
Grano Trattoria,"21 Greenwich Ave,New York, NY  10014",3,Greenwich Village ,New York County, Italian,-1,-1,41448559,0.05018483600712688,highlands restaurant
Grand Central Oyster Bar,"Grand Central Terminal,89 E. 42nd St.,New York, NY  10017",3,Midtown East ,New York County, Seafood,290,3.5,50000259,0.04313410405375506,central market new york
Gramercy Tavern,"42 E. 20th St,New York, NY  10003",4,Gramercy / Flatiron ,New York County, American,486,4.5,41664978,0.003927283593280576,gramercy tavern
Grand Bar & Lounge @ Soho Grand Hotel,"310 West Broadway,New York, NY  10013",3,SoHo ,New York County, American,8,3.3,40513798,0.010859720041268102,soho grand hotel
Gotham Bar and Grill,"12 East 12th Street,New York, NY  10003",4,Union Square ,New York County, Contemporary American,544,4.5,40379304,0.0,gotham bar & grill
Gossip Restaurant,"733 Ninth Ave,New York, NY  10019",2,Theater District / Times Square ,New York County, American,29,3.7,50042118,0.0436019991227805,viv restaurant
Golosi,"1304A Second Avenue,New York, NY  10065",2,Upper East Side ,New York County, Italian,-1,-1,41497741,0.005560192098197141,golosi
Gordon Ramsay at the London,"151 West 54th Street,New York, NY  10019",4,Midtown West ,New York County, Contemporary French,212,4.5,41278212,0.1138385178331165,the russian tea room
Good Restaurant,"89 Greenwich Avenue,New York, NY  10014",3,West Village ,New York County, Contemporary American,92,3.8,40657772,0.0,good restaurant
Gobo - Upper East Side,"1426 3rd Avenue,New York, NY  10028",2,Upper East Side ,New York County, Vegetarian,42,4.0,50036094,0.10062080583788376,food passion
Gobo - Greenwich Village,"401 Avenue of the Americas,New York, NY  10014",2,Greenwich Village ,New York County, Vegetarian,72,4.1,41719106,0.0770683351437398,greenwich project
Gnocco,"337 East 10th Street,New York, NY  10009",2,East Village ,New York County, Italian,97,3.7,40763881,0.004712048793596413,gnocco
Glass House Tavern,"252 West 47th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Contemporary American,300,4.0,41404053,0.0,glass house tavern
Giorgio's of Gramercy,"27 East 21st Street,New York, NY  10010",3,Gramercy / Flatiron ,New York County, Contemporary American,148,4.0,40741900,2.9522472269950407e-05,giorgio's of gramercy
Gigino at Wagner Park,"20 Battery Place,New York, NY  10004",2,Battery Park ,New York County, Italian,100,3.9,40699907,0.0,gigino at wagner park
Gigino Trattoria,"323 Greenwich Street,New York, NY  10013",2,TriBeCa - Downtown ,New York County, Italian,72,3.8,40399174,0.0006383783157369317,gigino trattoria
Gilt,"455 Madison Ave,New York, NY  10022",4,Midtown East ,New York County, Contemporary American,102,4.3,50041853,0.0446170217296154,little beet
Giardino - by Russo's on the Bay,"44-37 Douglaston Parkway,Douglaston, NY  11363",2,Queens ,Queens County, Italian,23,4.1,40400086,0.0,giardino ristorante
Giorgione,"307 Spring Street,New York, NY  10013",3,SoHo ,New York County, Italian,65,3.9,40922420,0.0003730014750983222,giorgione
Giano,"126 E 7th Street,New York, NY  10009",2,East Village ,New York County, Italian,48,4.0,41302113,0.0027903971620799914,giano
Gentleman Farmer,"40 Rivington St.,New York, NY  10002",2,Lower East Side ,New York County, French,30,3.9,41501688,0.0012407320765554129,gentleman farmer
Gente,"153 East 45th Street,New York, NY  10017",3,Midtown East ,New York County, Italian,53,3.7,40725471,0.0,gente
Gari,"370 Columbus Avenue,New York, NY  10024",4,Upper West Side ,New York County, Sushi,98,4.1,41070415,0.021558095579690496,gari
Geisha,"33 East 61st St,New York, NY  10021",4,Upper East Side ,New York County, Asian,59,3.8,50032783,0.1490559941982675,ginza
Gazala's,"380 Columbus Avenue,New York, NY  10024",2,Upper West Side ,New York County, Middle Eastern,22,3.7,41300526,0.07599603596491412,isabella's
Gallo Nero,"404 West 44th Street,New York, NY  10036",2,Hell's Kitchen ,New York County, Italian,80,3.9,50052929,0.011253996142844811,gallo nero
Garage Restaurant and Cafe,"99 7th Avenue South,New York, NY  10014",2,Greenwich Village ,New York County, Contemporary American,114,3.8,40748296,0.045550348526868276,restaurant annisa
Gallagher's Steak House,"228 West 52nd Street,New York, NY  10019",4,Theater District / Times Square ,New York County, Steakhouse,224,3.3,41711530,0.003462776724325887,gallagher's
Gabriela's,"688 Columbus Avenue,New York, NY  10025",2,Upper West Side ,New York County, Mexican / Southwestern,32,3.8,41172855,0.0,gabriela's restaurante
The Garden at The Four Seasons,"57 E. 57th St.,New York, NY  10022",3,Midtown East ,New York County, American,-1,-1,50014366,0.0,the bar/four seasons hotel
Gabbana Restaurant & Lounge,"107-11 Northern Blvd.,Corona, NY  11368",2,Corona ,Queens County, Latin American,22,4.0,41477406,0.12877334902420284,cibao restaurant
Fusha West,"311 Amsterdam Avenue,New York, NY  10023",2,Upper West Side ,New York County, Asian,41,3.9,40377299,0.10782506780498695,utopia restaurant
Fu Sushi,"182 Ave B,New York, NY  10009",2,Lower East Side ,New York County, Japanese,4,4.3,41030982,0.152328044077843,fat buddha
Fulton,"205 East 75th Street,New York, NY  10021",4,Upper East Side ,New York County, Seafood,61,3.9,41675034,0.15978763509168292,arlington club
Friend of a Farmer,"77 Irving Place,New York, NY  10003",3,Gramercy / Flatiron ,New York County, American,49,3.5,40384340,0.0009170248346605708,friend of a farmer
Fred's at Barneys New York - Madison Avenue,"660 Madison Avenue,9th Floor,New York, NY  10065",3,Upper East Side ,New York County, Italian,104,3.8,40855120,0.0,fred's at barney's
Fraunces Tavern - The Porterhouse Brewing Co,"54 Pearl Street,New York, NY  10004",2,Financial District ,New York County, Contemporary American,-1,-1,41547298,0.0024293964561517365,fraunces tavern
Frankie & Johnnie's Steakhouse - Manhattan,"32 West 37th,New York, NY  10018",3,Midtown West ,New York County, Steakhouse,83,4.1,40931929,0.0,frankie & johnnie's steakhouse
Fusha East,"1065 First Avenue,New York, NY  10022",2,Midtown East ,New York County, Japanese,12,3.7,41512566,0.0002967582876890986,fusha
The Four Seasons Restaurant,"99 East 52nd Street,New York, NY  10022",4,Midtown East ,New York County, American,190,4.4,40371588,0.0,the four seasons
forty four,"44 West 44th Street,New York, NY  10036",4,Midtown West ,New York County, American,12,2.9,41642467,0.029570654846094075,liberty cafe
Fornino - Park Slope,"254 5th Avenue,Brooklyn, NY  11215",2,Park Slope ,Kings County, Italian,46,3.8,41686603,0.02737763695098451,pork slope
Flute Midtown,"205 West 54th Street,New York, NY  10019",3,Midtown West ,New York County, French,5,3.2,40592981,0.005163470593095074,flute
Flute Gramercy,"40 East 20th Street,New York, NY  10003",3,Gramercy / Flatiron ,New York County, French,5,3.4,40741900,0.08649817248644805,giorgio's of gramercy
Flor de Sol,"361  Greenwich,New York, NY  10013",2,TriBeCa - Downtown ,New York County, Spanish,70,3.7,50045856,0.09699803667551303,cornerstone
Flex Mussels - 13th Street,"154 West 13th St.,New York, NY  10011",3,West Village ,New York County, Seafood,183,4.1,41525442,0.002873366386308066,flex mussels
FIVES Restaurant,"700 Fifth Avenue,New York, NY  10019",4,Midtown West ,New York County, American,18,3.9,41218916,0.10113068491601433,tina's restaurant
Five Points,"31 Great Jones,New York, NY  10012",3,NoHo ,New York County, American,382,4.0,41511781,0.10320149290259263,le pain quotidien
The Fitz,"687 Lexington Avenue,New York, NY  10022",2,Midtown East ,New York County, Contemporary American,7,3.3,40625816,0.001955270778809632,the fitz
Firenze,"1594 2nd Avenue,New York, NY  10028",3,Upper East Side ,New York County, Italian,34,3.8,40835712,0.0,firenze
Fishtail by David Burke,"135 E 62nd Street,New York, NY  10065",4,Upper East Side ,New York County, Seafood,314,4.1,40364373,0.12404653874114156,isle of capri resturant
Fireside at Omni Berkshire,"21 E. 52nd Street,New York, NY  10022",2,Midtown East ,New York County, American,30,3.6,40690158,0.07237279436589635,fresco on the go
Flex Mussels,"174 East 82nd Street,New York, NY  10028",3,Upper East Side ,New York County, Seafood,255,4.0,41246004,0.0035737084369648073,flex mussels
Fiorini,"209 East 56th Street,New York, NY  10022",2,Midtown East ,New York County, Italian,53,4.0,41148105,0.0825337396745608,yuva frontier indian grill
Film Center Cafe,"635 9th Avenue,New York, NY  10036",2,Hell's Kitchen ,New York County, American,43,2.9,41224592,0.04491481804571954,la carafe
Fig & Olive - Uptown,"808 Lexington Avenue,New York, NY  10021",2,Upper East Side ,New York County, Mediterranean,208,3.7,41103814,0.0011460796125995886,fig & olive
Fig & Olive - Fifth Avenue,"10 East 52nd Street,New York, NY  10021",2,Midtown East ,New York County, Mediterranean,589,3.7,41309782,0.0004512905777357584,fig & olive midtown
Fig & Olive - Meatpacking,"420 West 13th Street,New York, NY  10014",2,Meatpacking District ,New York County, Mediterranean,566,3.9,50039396,0.021876882403016898,sugar factory meatpacking
Felidia,"243 E. 58th,New York, NY  10022",4,Midtown East ,New York County, Italian,263,4.3,40373889,0.0017437747786849338,felidia restaurant
Faustina- at The Cooper Square Hotel,"25 Cooper Square,New York, NY  10003",4,East Village ,New York County, Italian,78,3.6,50045953,0.08473568410157378,east village thia restaurant
Fatty Crab,"2170 Broadway,New York, NY  10024",3,Upper West Side ,New York County, Malaysian,97,3.7,50044055,0.07327321598465895,la caridad 78
The Fat Radish,"17 Orchard St.,New York, NY  10002",2,Lower East Side ,New York County, British,-1,-1,41513545,0.0030034703422343067,the fat radish
Fabio Piccolo Fiore,"230 E. 44th Street,New York, NY  10017",3,Midtown East ,New York County, Italian,30,4.1,41604906,0.004985566614234166,piccolo fiore
Falai,"68 Clinton,New York, NY  10002",3,Lower East Side ,New York County, Italian,70,4.1,50043092,0.046065973071844776,galeria
Euzkadi,"108 East 4th Street,New York, NY  10003",2,East Village ,New York County, Spanish,62,4.0,50015486,0.09900567824638809,the izakaya
Fagiolini Restaurant,"334 Lexington Avenue,New York, NY  10016",2,Murray Hill ,New York County, Italian,9,3.4,41075977,0.07999532391679,sophie's restaurant
Faces and Names,"159 West 54th Street,New York, NY  10019",2,Midtown West ,New York County, Comfort Food,13,3.4,40568591,0.0028874592552670664,faces & names
Ethos - U.N.,"905 1st Avenue,New York, NY  10022",2,Midtown East ,New York County, Greek,144,4.0,41655550,0.0,ethos gallery
Ethos - Manhattan,"495 3rd Avenue,New York, NY  10016",2,Gramercy / Flatiron ,New York County, Greek,140,3.7,40889792,0.0009014496944544573,ethos greek cuisine
Etrusca,"125 W. 53rd St.,New York, NY  10019",3,Midtown West ,New York County, Mediterranean,19,3.5,41687902,0.032556992904414106,starbucks
Etcetera Etcetera,"352 West 44th Street,New York, NY  10036",2,Hell's Kitchen ,New York County, Italian,170,4.0,41076408,0.00027672433616127883,etcetera etcetera
Estiatorio Milos,"125 West 55th Street,New York, NY  10019",4,Midtown West ,New York County, Seafood,255,4.3,40577535,0.0,estiatorio milos
Essex,"120 Essex Street,New York, NY  10002",2,Lower East Side ,New York County, Fusion / Eclectic,295,3.6,40781636,0.011070294184118668,essex
Esca,"402 West 43rd Street,New York, NY  10036",2,Theater District / Times Square ,New York County, Italian,412,4.0,40734467,0.0,esca
Erminia Ristorante,"250 East 83rd Street,New York, NY  10020",4,Upper East Side ,New York County, Italian,80,4.3,40561133,0.00018214758020099366,erminia restaurant
Estiatorio Rafina,"630 First Avenue,New York, NY  10016",2,Murray Hill ,New York County, Greek,18,3.7,40511702,0.21516877952151375,notaro restaurant
Epoca,"136 West 31st Street,New York, NY  10001",3,Midtown West ,New York County, Argentinean,-1,-1,50018300,0.05134995341249055,cafe r
Eolo,"190 Seventh Ave.,New York, NY  10011",2,Chelsea ,New York County, Italian,-1,-1,41536525,0.0,eolo
Empire Steak House,"36 West 52nd Street,New York, NY  10019",4,Midtown West ,New York County, Steak,11,4.6,41160620,0.07772966223340032,teresa's gourmet
EN Japanese Brasserie,"435 Hudson Street,New York, NY  10014",3,West Village ,New York County, Japanese,337,4.0,41060064,0.0,en japanese brasserie
El Rio Grande,"160 East 38th Street,New York, NY  10016",2,Murray Hill ,New York County, Mexican / Southwestern,31,4.0,40569008,0.013153121724568062,el rio grande
Emporio,"231 Mott Street,New York, NY  10012",2,SoHo ,New York County, Italian,44,3.9,41395716,0.004078886935629413,emporio
Elsewhere,"403 West 43rd St.,New York, NY  10036",3,Theater District / Times Square ,New York County, Contemporary American,-1,-1,40572951,0.00929441382699257,westside theatre
Elizabeth,"265 Elizabeth Street,New York, NY  10012",2,NoLita ,New York County, International,54,3.5,41399893,0.13759531002968822,la colombe
Eleven Madison Park,"11 Madison Ave.,New York, NY  10010",4,Gramercy / Flatiron ,New York County, American,508,4.8,41626762,0.0,eleven madison park
Elia Restaurant,"8611 3rd Avenue,Brooklyn, NY  11209",3,Bay Ridge ,Kings County, Greek,28,4.4,40651300,0.0013109556457827742,elia
El Parador,"325 East 34th Street,New York, NY  10016",2,Murray Hill ,New York County, Traditional Mexican,86,4.2,41442084,0.0021310980571086586,el parador cafe
Eight Mile Creek,"240 Mulberry Street,New York, NY  10012",2,SoHo ,New York County, Australian,4,3.5,41521810,0.05971733578756916,vive la crepe!
El Paso Taqueria - Lexington Ave,"1643 Lexington Ave.,New York, NY  10029",2,Harlem ,New York County, Mexican,16,4.4,41414060,0.00202809904421005,el paso restaurante mexicano
Edison Ballroom,"240 West 47th Street,NY, NY  10036",4,Theater District / Times Square ,New York County, Continental,-1,-1,41379121,0.0,edison ballroom
East Side Social Club,"230 East 51st,New York, NY  10022",2,Midtown East ,New York County, Italian,44,3.0,41472283,0.05133812983725869,ashton's alley
East of Eighth Restaurant,"254 West 23rd Street,New York, NY  10011",2,Chelsea ,New York County, American,85,3.9,40564670,0.0,east of eighth
DuMont,"432 Union Ave,Brooklyn, NY  11211",2,Williamsburg ,Kings County, American,68,4.1,50005257,0.057082973325981015,dunkin' donuts
Dylan Prime,"62 Laight Street,New York, NY  10013",4,TriBeCa - Downtown ,New York County, Steakhouse,159,4.0,41410205,0.1699380987631037,locanda verde
Duke's - Murray Hill,"560 Third Avenue,New York, NY  10016",2,Murray Hill ,New York County, American,21,3.3,40670353,0.0,duke's
Duke's - Gramercy Park,"99 E. 19th Street,New York, NY  10003",2,Gramercy / Flatiron ,New York County, American,23,3.2,50013681,0.10925575402706737,the house in gramercy park
Ducale Restaurant,"392 Columbus Avenue,New York, NY  10024",3,Upper West Side ,New York County, Italian,22,3.5,40388214,0.10642151871470987,scaletta ristorante
Double Crown,"316 Bowery,New York, NY  10012",3,NoHo ,New York County," Global, International",94,3.7,41715694,0.020078609344189684,duane park
Dressler,"149 Broadway,Brooklyn, NY  11211",3,Williamsburg ,Kings County, Contemporary American,152,4.3,40675892,0.12925070048452308,diner
Dos Caminos - Third Avenue,"825 3rd Avenue,New York, NY  10022",3,Midtown East ,New York County, Mexican,214,3.7,41221518,0.0077451649769805266,dos caminos third
Dovetail,"103 West 77th Street,New York, NY  10024",3,Upper West Side ,New York County, American,403,4.3,41304618,0.0012738123639827038,dovetail
Dos Caminos - SoHo,"475 West Broadway at Houston Street,New York, NY  10012",3,SoHo ,New York County, Mexican,73,3.7,40947919,0.0,dos caminos soho
Dos Caminos  Meatpacking,"675 Hudson Street at 14th Street,New York, NY  10014",4,Meatpacking District ,New York County, Contemporary Mexican,129,3.7,41006765,0.0,dos caminos
Donatella,"184 8th Avenue,New York, NY  10011",2,West Village ,New York County, Pizzeria,68,3.3,50010848,0.10942502627024785,pizza italia
Dos Caminos - Park,"373 Park Ave South at 27th Street,New York, NY  10016",3,Gramercy / Flatiron ,New York County, Mexican,129,3.7,40920440,0.006171858734136445,dos caminos
Dopo Teatro - Trattoria,"125 W 44th Street,New York, NY  10036",2,Theater District / Times Square ,New York County, Italian,85,3.5,40404023,0.0593143075932688,patterson employee cafeteria
Diva,"341 West Broadway,New York, NY  10013",3,SoHo ,New York County, Italian,19,2.8,50057332,0.1312434806909931,antica
Do Hwa,"55 Carmine Street,New York, NY  10014",2,West Village ,New York County, Korean,59,3.9,40716118,0.001492367115682929,do hwa
Docks Oyster Bar and Seafood Grill,"633 Third Avenue,New York, NY  10017",3,Murray Hill ,New York County, Seafood,141,3.7,41311297,0.0,docks restaurant
Domenico,"120 E. 40th St.,New York, NY  10016",3,Midtown East ,New York County, Italian,35,3.8,40396231,0.0961258736314791,delmonico gourmet
Dinosaur Bar B Que,"700 west 125th st,New York, NY  10027",2,Upper West Side ,New York County, Barbecue,251,4.1,41468815,0.006258439591016922,dinosaur bar-b-que
Dirt Candy,"430 East 9th Street,New York, NY  10009",3,East Village ,New York County, Contemporary American,157,4.5,41421789,0.05136327307462465,thirstea cafe
Dhaba,"108 Lexington Avenue,New York, NY  10016",2,Midtown East ,New York County, Indian,91,4.0,50017853,0.001014804365966894,dhaba indian cuisine
Destino - NYC,"891 1st Avenue,New York, NY  10022",3,Midtown East ,New York County, Italian,51,4.0,40578124,0.0638055437715916,il postino
Dewey's Flatiron,"210 Fifth Avenue,New York, NY  10010",2,Gramercy / Flatiron ,New York County, American,2,3.5,41690254,0.12318415206865266,the flatiron room
Deluge Restaurant,"135-20 39th Avenue,Flushing, NY  11354",3,Flushing ,Queens County," Global, International",5,3.8,50037795,0.06563374439764325,rong restaurant
DeStefano's Steak House,"89 Conselyea Street,Brooklyn, NY  11211",3,Williamsburg ,Kings County, Steak,37,4.6,41246958,0.002997794764292109,destefano's steakhouse
Dervish Mediterranean Restaurant,"146 West 47th Street,New York, NY  10036",2,Theater District / Times Square ,New York County, Turkish,126,3.5,40396605,0.02953819565281241,evergreen restaurant
dell'anima,"38 8th Avenue,New York, NY  10003",3,West Village ,New York County, Italian,110,4.0,41302182,0.0,dell'anima
Devi,"8 East 18th Street,New York, NY  10003",3,Gramercy / Flatiron ,New York County, Indian,111,4.1,41491315,0.035763177471187214,dig inn
Del Posto,"85 10th Avenue,New York, NY  10011",4,Meatpacking District ,New York County, Italian,555,4.5,41148473,0.0,del posto ristorante
Delicatessen,"54 Prince Street,New York, NY  10012",2,SoHo ,New York County, International,56,3.6,41348161,0.0,delicatessen macbar
Delmonico's,"56 Beaver Street,New York, NY  10004",4,Financial District ,New York County, Steakhouse,210,4.1,40718557,0.008331011191139963,delmonicos
Dee's,"107-23 Metropolitan Avenue,Forest Hills, NY  11375",2,Forest Hills ,Queens County, Contemporary American,52,3.9,41164644,0.0,dee's restaurant
de Santos - Manhattan,"139 West 10th Street,New York, NY  10014",2,West Village ,New York County, Italian,105,3.7,41244008,0.09754529834634479,the stonewall inn
db Bistro moderne,"55 West 44th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, French,588,4.0,40829155,0.001023786761485103,db bistro moderne
DBGB Kitchen and Bar,"299 Bowery,New York, NY  10003",3,East Village ,New York County, French,724,4.0,41410209,0.0,dbgb kitchen & bar
Dawat,"210 E. 58th St.,New York, NY  10022",3,Midtown East ,New York County, Indian,60,4.1,41570413,0.0029094995791117692,dawat
David Burke Townhouse,"133 East 61st St.,New York, NY  10065",4,Upper East Side ,New York County, American,440,4.2,41149059,0.1496227755171929,david burke at bloomingdale's
Dardanel Mediterranean Seafood,"1071 1st Avenue,New York, NY  10022",2,Upper East Side ,New York County, Turkish,14,3.9,41010065,0.15554259914299878,cafe daniellos pizzeria restaurant
