name,address,price,neighborhood,county,type,reviews,stars,lng,lat
City Hall,"131 Duane St.,New York, NY  10013",3,TriBeCa - Downtown ,New York County, American,48,3.6,-74.007459,40.71637279999999
The City Tavern,"22 East 13th Street,New York, NY  10003",2,Union Square ,New York County, International,44,3.3,-73.99312929999999,40.7347031
City Crab & Seafood Company,"235 Park Ave South,New York, NY  10003",3,Gramercy / Flatiron ,New York County, Seafood,220,3.6,-73.9877362,40.7377191
City Bistro,"56-58 14th Street,Hoboken, NJ  07030",2,Hoboken ,Hudson County, Contemporary American,9,3.4,-74.025435,40.753346
City 55,"47 West 55th Street,New York, NY  10019",2,Midtown West ,New York County, American,18,3.5,-73.97681879999999,40.7626477
Ciro Trattoria,"813 8th Avenue,New York, NY  10019",2,Theater District / Times Square ,New York County, Italian,86,3.6,-73.986858,40.7616668
Citrus Bar & Grill,"320 Amsterdam Ave,New York, NY  10023",2,Upper West Side ,New York County, Fusion / Eclectic,98,3.8,-73.980368,40.780879
Circa Ristorante Enoteca,"348 East Jericho Turnpike,Mineola, NY  11501",2,Garden City ,Nassau County, Italian,33,3.9,-73.6235806,40.7559347
City Lobster & Steakhouse,"121 West 49th Street,New York, NY  10020",3,Theater District / Times Square ,New York County, Seafood,284,3.8,-73.9818836,40.7602364
Cipriani - Wall Street,"55 Wall Street,New York, NY  10015",3,Financial District ,New York County, Italian,10,3.0,-74.0093213,40.7060794
Cipollini Trattoria and Bar,"2110c Northern Blvd.,Manhasset, NY  11030",3,Manhasset ,Nassau County, Italian,42,4.3,-73.67066220000001,40.7961487
Cienna Restaurant & Lounge,"2818 31st Street,Astoria, NY  11102",2,Astoria ,Queens County, Mediterranean,3,4.3,-73.9206463,40.7681644
Cipriani - Dolci,"89 East 42nd Street,Grand Central Terminal West Balcony,New York, NY  10017",3,Midtown East ,New York County, Italian,19,3.5,-73.9772294,40.7527262
Cinema - The Brasserie,"2 East 45th Street,New York, NY  10017",2,Midtown East ,New York County, American,25,3.4,-73.9791142,40.754993
Cibo,"767 Second Avenue,New York, NY  10017",3,Murray Hill ,New York County, Contemporary American,73,4.1,-73.9729466,40.7494832
Church Lounge @ Tribeca Grand Hotel,"2 Ave of the Americas,New York, NY  10013",3,TriBeCa - Downtown ,New York County, American,7,3.3,-74.00478100000001,40.71938129999999
Cielo - Rockville Centre,"208 Sunrise Hwy,Rockville Centre, NY  11570",3,Rockville Centre ,Nassau County, Italian,-1,-1,-73.6472324,40.6573441
Christopher's Restaurant at the Heldrich,"10 Livingston Avenue,New Brunswick, NJ  08901",2,New Brunswick ,Middlesex County, American,7,4.0,-74.44407939999999,40.4928241
Ciano,"45 East 22nd Street,New York, NY  10010",2,Gramercy / Flatiron ,New York County, Italian,42,3.8,-73.987225,40.739932
Ciao West,"185 Bleecker Street,New York, NY  10012",2,Greenwich Village ,New York County, Italian,7,2.7,-74.00091859999999,40.7292417
Christopher Martins,"860 State Street,New Haven, CT  06511",2,New Haven ,New Haven County, Contemporary American,9,3.7,-72.9131653,41.3136495
Chutney Masala,"4 West Main Street,Irvington, NY  10533",2,Irvington ,Westchester County, Indian,42,3.9,-73.87356930000001,41.040215
Christos Steak House,"4108 23rd Avenue,Astoria, NY  11105",4,Astoria ,Queens County, Greek,28,4.3,-73.9072286,40.7704104
Chola,"232 East 58th Sreet,New York, NY  10022",2,Midtown East ,New York County, Indian,75,3.9,-73.965823,40.760159
Chris Michael's Steakhouse,"40 Oakwood Ave,Woodbridge, NJ  07095",2,Woodbridge ,Middlesex County, Steakhouse,24,4.2,-74.2940546,40.5581327
Chom Chom,"40 west 56th Street,New York, NY  10019",2,Midtown West ,New York County, Korean,55,3.8,-73.9765335,40.7629269
Chiyono,"328 East 6th Street,New York, NY  10003",2,East Village ,New York County, Japanese,1,4.0,-73.9872591,40.7266851
Chinatown Brasserie,"380 Lafayette St,New York, NY  10005",2,NoHo ,New York County, Chinese,168,4.0,-73.99377849999999,40.7276201
Christie's Steakhouse,"2055 Lincoln Highway,Edison, NJ  08817",2,Edison ,Middlesex County, Steakhouse,3,2.3,-74.390487,40.524879
Chicca Restaurant,"184 Spring Street,New York, NY  10012",2,SoHo ,New York County, Italian,10,4.0,-74.00279239999999,40.7249807
Chi Dining Lounge,"103 Post Avenue,Westbury, NY  11590",3,Westbury ,Nassau County, Italian,12,3.9,-73.5879684,40.7518667
China 1,"50 Avenue B,New York, NY  10009",3,Lower East Side ,New York County, Asian,-1,-1,-73.982834,40.72323
Choptank,"308-310 Bleecker Street,New York, NY  10014",2,West Village ,New York County, American,194,3.6,-74.00406389999999,40.7326644
Chiboust Bistro & Bakery,"14 Main ST.,Tarrytown, NY  10591",3,Tarrytown ,Westchester County, Mediterranean,39,3.8,-73.8590177,41.07622569999999
China Grill - New York,"60 West 53rd Street,New York, NY  10019",4,Midtown West ,New York County, Asian,192,3.8,-73.978765,40.761254
Chez Lucienne,"308 Lenox Avenue,New York, NY  10027",2,Harlem ,New York County, French,71,3.6,-73.9451904,40.8080758
Chez Josephine,"414 West 42nd Street,New York, NY  10036",3,Theater District / Times Square ,New York County, French,287,4.1,-73.9935399,40.7585254
Chez Jacqueline,"72 Macdougal Street,New York, NY  10012",2,West Village ,New York County, French,46,3.5,-74.0017735,40.7282564
Chez Catherine,"431 North Avenue West,Westfield, NJ  07090",4,Westfield ,Union County, French,22,4.2,-74.34904089999999,40.6500397
Chelsea Ristorante,"108 Eight Avenue,New York, NY  10011",2,Chelsea ,New York County, Italian,31,3.8,-74.0015999,40.740631
Charrito's - Weehawken,"974 Boulevard East,Weehawken, NJ  07086",2,Weehawken ,Hudson County, Mexican,18,3.6,-74.01379229999999,40.7773265
Char Steak House,"777 US Highway 202 North,Raritan, NJ  08869",3,Bridgewater ,Somerset County, Steakhouse,-1,-1,-74.6404025,40.5738124
Chado,"4 East 36th Street,New York City, NY  10016",2,Murray Hill ,New York County, Sushi,10,3.5,-73.9831537,40.7493304
Cesca,"164 W. 75th St.,New York, NY  10024",3,Upper West Side ,New York County, Italian,164,4.0,-73.97988939999999,40.7802763
The Century House,"997 New Loudon Road,Latham, NY  12110",2,Albany ,Albany County, Contemporary American,29,4.1,-73.7534773,42.77098480000001
Chakra,"W 144 Rte 4 E,Paramus, NJ  07652",3,Paramus ,Bergen County, American,109,4.1,-74.0842492,40.9237932
Cercle Rouge,"241 W. Broadway,New York, NY  10013",3,TriBeCa - Downtown ,New York County, French,63,3.9,-74.00563369999999,40.719607
Centro Vinoteca,"74 7th Avenue South,New York, NY  10014",3,West Village ,New York County, Italian,99,3.7,-74.0038749,40.7321219
Centrico,"211 West Broadway,New York, NY  10013",2,TriBeCa - Downtown ,New York County, Mexican / Southwestern,99,3.6,-74.00622,40.7188969
Central Steakhouse,"99 Orange Street,New Haven, CT  06510",3,New Haven ,New Haven County, Steakhouse,49,3.4,-72.9242142,41.30491
Central Lounge,"20-30 Steinway Street,Astoria, NY  11105",3,Astoria ,Queens County, Sushi,1,4.0,-73.9024542,40.7758002
Central Park BoatHouse,"East 72nd St & Park Dr North,New York, NY  10021",3,Midtown East ,New York County, American,452,4.2,-73.9639279,40.7711473
Cellini,"65 East 54th St,New York, NY  10022",3,Midtown East ,New York County, Italian,82,3.9,-73.972689,40.7601138
Cellar 58,"58 2nd Avenue,New York, NY  10003",2,East Village ,New York County, Italian,40,3.6,-73.98939800000001,40.7256536
Cavo,"42-18 31st Avenue,Astoria, NY  11103",2,Astoria ,Queens County, Greek,49,3.8,-73.9164002,40.7609947
Cavatappo Grill,"1712 First Avenue,New York, NY  10128",2,Upper East Side ,New York County, Italian,28,3.8,-73.9478306,40.778485
Catherine Lombardi,"3 Livingston Avenue,New Brunswick, NJ  08901",3,New Brunswick ,Middlesex County, Italian,75,4.1,-74.44382999999999,40.4937862
Cavalier Restaurant,"2401 Wood Ave,Roselle, NJ  07203",2,Roselle ,Union County, American,1,3.0,-74.2646704,40.6378699
Caviar Russe - Wave Sushi,"538 Madison Avenue,New York, NY  10020",4,Midtown East ,New York County, Contemporary American,27,4.2,-73.9737901,40.7607442
Casaville,"633 2nd Avenue,New York, NY  10016",2,Murray Hill ,New York County, Tapas / Small Plates,11,3.5,-73.9758744,40.7452743
Casa Lever,"390 Park Avenue,New York, NY  10022",4,Midtown East ,New York County, Italian,83,4.0,-73.9728451,40.7595975
Castalia Bar & Restaurant,"997 McBride Avenue,Woodland Park, NJ  07424",2,Woodland Park ,Passaic County, Italian,-1,-1,-74.2060316,40.8927694
Casa Mono,"52 Irving Place,New York, NY  10003",3,Union Square ,New York County, Spanish,116,3.8,-73.9871361,40.7358936
Casa Dante,"737 Newark Avenue,Jersey City, NJ  07306",2,Jersey City ,Hudson County, Italian,23,4.3,-74.0624943,40.7350364
Casa Brusco,"219 Main Street,Eastchester, NY  10709",2,Bronxville ,Westchester County, Italian,13,3.7,-73.81894559999999,40.9502907
Carmine's Midtown,"200 West 44th Street,New York, NY  10036",2,Theater District / Times Square ,New York County, Italian,37,4.5,-73.9867788,40.7574973
Carmine's - 91st Street,"2450 Broadway,New York, NY  10024",2,Upper West Side ,New York County, Italian,207,4.3,-73.9739914,40.7910963
Carmine's Livingston,"405 Eisenhower Parkway,Livingston, NJ  07039",2,Livingston ,Essex County, Italian,35,3.6,-74.3320978,40.81699529999999
Carmen Anthony Steakhouse of Waterbury,"496 Chase Avenue,Waterbury, CT  06704",3,Waterbury ,New Haven County, Steakhouse,-1,-1,-73.03899059999999,41.5839766
Carmen Anthony Fishhouse of Woodbury,"757 Main Street South,Woodbury, CT  06798",3,"Woodbury, CT ",Litchfield County, Seafood,-1,-1,-73.2025401,41.5249487
Carmen Anthony Fishhouse of Wethersfield,"1770 Berlin Turnpike,Wethersfield, CT  06109",3,Hartford / West Hartford ,Hartford County, Seafood,-1,-1,-72.7005609,41.706414
Carcineria,"802 9th Avenue,New York, NY  10019",2,Hell's Kitchen ,New York County, Latin American,-1,-1,-73.987173,40.76542300000001
Carmen Anthony Steakhouse of New Haven,"660 State Street,New Haven, CT  06511",3,New Haven ,New Haven County, Steakhouse,-1,-1,-72.9183108,41.310423
Carmine Club Cafe,"41-43 Carmine Street,New York, NY  10014",3,West Village ,New York County, Contemporary American,-1,-1,-74.0036516,40.7300864
Carlyle Restaurant,"35 East 76th St.,New York, NY  10021",4,Upper East Side ,New York County, French,68,4.3,-73.96299309999999,40.7742972
Caravaggio New York,"23 East 74th Street,New York, NY  10021",3,Upper East Side ,New York County, Italian,41,4.2,-73.96474359999999,40.773438
Carmen Anthony Fishhouse of Avon,"51 East Main Street,Avon, CT  06001",3,Avon ,Hartford County, Seafood,-1,-1,-72.8267884,41.8074596
Cara Mia,"654 9th Avenue,New York, NY  10036",2,Hell's Kitchen ,New York County, Italian,133,3.8,-73.99066739999999,40.7606904
Capital Grille - Paramus,"#1 Garden State Plaza,Paramus, NJ  07652",3,Paramus ,Bergen County, Steakhouse,-1,-1,-74.0758376,40.9181941
Capsouto Freres,"451 Washington Street,New York, NY  10013",3,TriBeCa - Downtown ,New York County, French,159,4.2,-74.00995999999999,40.723984
Capital Grille - NY- Wall Street,"120 Broadway,New York, NY  10271",4,Financial District ,New York County, Steakhouse,100,4.2,-74.0105245,40.7082281
Capital Grille - NY  Time Life Building,"120 West 51st Street,New York City, NY  10020",4,Midtown East ,New York County, Steakhouse,160,4.1,-73.9812268,40.7607952
Canyon Road,"1470 1st Avenue,New York, NY  10021",2,Upper East Side ,New York County, Mexican / Southwestern,51,3.8,-73.9536119,40.7705841
Candle 79,"154 East 79th Street,New York, NY  10021",3,Upper East Side ,New York County, Organic,213,4.3,-73.9587231,40.7746521
Candela Candela,"92 2nd Avenue,New York, NY  10003",2,East Village ,New York County, Italian,26,3.6,-73.9885147,40.7269238
Caffe Regatta,"133 Wolfs Lane,Pelham, NY  10803",2,Pelham ,Westchester County, Seafood,13,3.9,-73.8113224,40.908664
Calle Ocho,"446 Columbus Avenue,New York, NY  10024",3,Upper West Side ,New York County, Latin American,409,4.1,-73.9744679,40.7837474
Campania Restaurant,"17-15 Broadway,Fair Lawn, NJ  07410",3,Fairlawn ,Bergen County, Italian,41,3.7,-74.1168922,40.9218244
Caffe Grazie,"26 E. 84th Street,New York, NY  10028",2,Upper East Side ,New York County, Italian,64,4.0,-73.9600912,40.7794946
Capital Grille - Stamford,"230 Tresser Boulevard,H-001,Stamford, CT  06901",4,Stamford ,Fairfield County, Steakhouse,82,4.2,-73.5366845,41.0517005
Caffe e Vino,"112 Dekalb Avenue,Brooklyn, NY  11201",2,Fort Greene ,Kings County, Italian,27,4.2,-73.9782611,40.6896358
Cafe Rustica,"200 Middle Neck Road,Great Neck, NY  11021",2,Great Neck ,Nassau County, Italian,36,3.9,-73.7335696,40.7935616
Caffe Azzurri,"20 N. Central Avenue,Hartsdale, NY  10530",3,Hartsdale ,Westchester County, American,85,4.0,-73.79749410000001,41.0193855
Caf Routier,"1353 Boston Post Road,Westbrook, CT  06498",2,Westbrook ,Middlesex County, American,105,4.4,-72.44370239999999,41.2834111
Cafe of Love,"38 East Main Street,Mount Kisco, NY  10549",3,Mount Kisco ,Westchester County, French,99,4.1,-73.727729,41.2081129
Cafeteria,"119 7th Avenue,New York, NY  10011",2,Chelsea ,New York County, Contemporary American,8,3.9,-73.9979323,40.7404855
Caf on the Green,"100 Aunt Hack Road,Danbury, CT  06811",3,Danbury ,Fairfield County, Italian,67,4.3,-73.5199495,41.4134816
Caf Toscano Fusion,"746 North Broadway,Massapequa, NY  11758",2,Massapequa ,Nassau County, Italian,21,3.3,-73.46447800000001,40.6935856
Cafe Monet,"309 Millburn Avenue,Millburn, NJ  07041",3,Millburn ,Essex County, French,32,3.8,-74.30486239999999,40.7246206
Cafe Luxembourg,"200 W. 70th,New York, NY  10023",3,Upper West Side ,New York County, French,333,4.0,-73.98304639999999,40.7772611
Cafe Frida - Columbus Ave,"368 Columbus Avenue,New York, NY  10024",2,Upper West Side ,New York County, Mexican,73,3.5,-73.9764467,40.7809785
Cafe Frida - Amsterdam Avenue,"768 Amsterdam Avenue,New York, NY  10025",2,Upper West Side ,New York County, Mexican,51,4.2,-73.969911,40.795201
Cafe Fiorello,"1900 Broadway,New York, NY  10023",3,Lincoln Center ,New York County, Italian,329,3.8,-73.981633,40.7715384
Cafe D' Alsace,"1695 2nd Ave,New York, NY  10128",3,Upper East Side ,New York County, French,89,3.8,-73.9510841,40.7791721
Cafe du Soleil,"2723 Broadway,New York, NY  10025",2,Upper West Side ,New York County, French,86,3.6,-73.9684418,40.8000818
Cafe Cluny,"284 West 12th Street,New York, NY  10014",3,West Village ,New York County, French,98,4.1,-74.0039978,40.737397
Cafe Espaol - Carmine St.,"78 Carmine St.,New York, NY  10014",2,West Village ,New York County, Spanish,8,3.8,-74.0046663,40.7294869
Caf Centro,"Metlife Building,200 Park Avenue,New York, NY  10166",3,Midtown East ,New York County, French,136,3.9,-73.9766297,40.7535222
Cacio e Vino,"80 2nd Avenue,New York, NY  10003",3,East Village ,New York County, Sicilian,50,4.0,-73.9888896,40.7263882
a Va Brasserie by Todd English,"310 West 44th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, French,335,4.0,-73.98980430000002,40.758766
Cacio e Pepe,"182 2nd Avenue,New York, NY  10003",3,East Village ,New York County, Italian,28,4.0,-73.98580299999999,40.73058899999999
Caf Boulud,"20 East 76th St.,New York, NY  10021",4,Upper East Side ,New York County, French,481,4.3,-73.9639685,40.7742859
BV Tuscany Italian Restaurant,"368 Cedar Lane,Teaneck, NJ  07666",2,Teaneck ,Bergen County, Italian,36,4.6,-74.0192081,40.887955
BUtterfield 8 Restauant  & Lounge,"112 Bedford Street,Stamford, CT  06901",2,Stamford ,Fairfield County, American,19,3.4,-73.5389694,41.0562185
Burton and Doyle Steakhouse,"661 Northern Blvd,Great Neck, NY  11021",4,Great Neck ,Nassau County, Steak,70,3.9,-73.7144553,40.78331540000001
Butter,"415 Lafayette Street,New York, NY  10018",3,NoHo ,New York County, American,267,3.8,-73.9921182,40.7284465
Bun Soho,"143 Grand Street,New York, NY  10013",2,SoHo ,New York County, Vietnamese,16,3.4,-73.9995943,40.7200573
Buddakan NY,"75 9th Ave,New York, NY  10011",4,Meatpacking District ,New York County, Chinese,1078,4.3,-74.0060838,40.7425547
Buffalo Chophouse,"282 Franklin St.,Buffalo, NY  14202",3,Buffalo ,Erie County, Steakhouse,23,4.3,-78.8753045,42.89219809999999
Bull & Bear at the Waldorf Astoria,"Corner 49th St. & Lexington Ave,New York, NY  10022",4,Midtown East ,New York County, Steak,54,4.1,-73.9728397,40.7558687
Bubby's Brooklyn,"1 Main Street,Brooklyn, NY  11201",2,Downtown Brooklyn ,Kings County, American,7,3.6,-73.9903595,40.7035609
Bubble Lounge - NYC,"228 West Broadway,New York, NY  10013",3,TriBeCa - Downtown ,New York County, Tapas / Small Plates,28,3.9,-74.00639439999999,40.7195372
Brother Jimmy's - Union Square,"116 East 16th Street,New York, NY  10001",2,Union Square ,New York County, Barbecue,8,3.5,-73.98847239999999,40.7353276
The Buccaneer Crab House,"108 W. Merrick Rd.,Freeport, NY  11520",3,Freeport ,Nassau County, Seafood,-1,-1,-73.58493,40.65379
Bryant Park Grill,"25 West 40th Street,New York, NY  10018",2,Midtown West ,New York County, American,302,3.8,-73.982929,40.7531718
Bryant & Cooper Steakhouse,"2 Middle Neck Road,Roslyn, NY  11576",4,Roslyn ,Nassau County, Steakhouse,43,3.9,-73.66402269999999,40.7988547
Brooks & Porter Steakhouse,"16 Merrick Avenue,Merrick, NY  11561",4,Merrick ,Nassau County, Steak,-1,-1,-73.5519865,40.6641065
Brother Jimmy's - Murray Hill,"181 Lexington Avenue,New York, NY  10016",2,Midtown East ,New York County, Barbecue,9,3.6,-73.9807739,40.74457719999999
The Brooklyn Diner Times Square,"155 West 43rd Street,New York, NY  10036",2,Theater District / Times Square ,New York County, American,100,3.5,-73.98561099999999,40.7565468
Bricklane Curry House,"306-308 East 6th Street,New York, NY  10003",2,East Village ,New York County, Indian,77,3.9,-73.98807790000001,40.7269931
Broadway Joe Steakhouse,"315 West 46th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Steak,32,3.4,-73.98866389999999,40.760288
Brick NYC,"22 Warren Street,New York, NY  10007",2,TriBeCa - Downtown ,New York County, Italian,35,3.4,-74.0077669,40.7143229
Brinkley's,"406 Broome Street,New York, NY  10013",2,SoHo ,New York County, American,19,3.2,-73.9977804,40.7210382
Bricco Restaurant,"304 West 56 Street,New York, NY  10019",2,Midtown West ,New York County, Italian,40,3.6,-73.9839938,40.7660956
Brickyard Gastropub,"785 9th Ave,New York, NY  10019",2,Theater District / Times Square ,New York County, Gastro Pub,54,3.7,-73.9881594,40.7650802
Bricco Blu,"650 West 42nd St.,New York, NY  10036",2,Theater District / Times Square ,New York County, Italian,15,3.3,-74.0002238,40.7610401
Brasserie Athenee,"300 West 46th Street,New York, NY  10036",2,Theater District / Times Square ,New York County, French,36,3.1,-73.9883701,40.7597713
Brasserie Ruhlmann,"45 Rockefeller Plaza,New York, NY  10011",3,Rockefeller Center Midtown ,New York County, French,108,3.8,-73.9775995,40.7590884
Brazil Grill,"787 8th Avenue,New York, NY  10036",2,Theater District / Times Square ,New York County, Brazilian,7,3.9,-73.98739599999999,40.7610699
Brasserie Cognac,"1740 Broadway,New York, NY  10019",3,Midtown West ,New York County, French,103,3.6,-73.9814878,40.7651088
Brasserie 8 1/2,"9 West 57th St.,New York, NY  10019",3,Midtown West ,New York County, French,199,4.0,-73.9749381,40.7638258
Brasserie 214 at The Inn at New Hyde Park,"214 Jericho Turnpike,New Hyde Park, NY  11040",2,New Hyde Park ,Nassau County, European,21,4.1,-73.6918956,40.7305934
The Brass Rail,"135 Washington Street,Hoboken, NJ  07030",3,Hoboken ,Hudson County, American,15,3.9,-74.03031349999999,40.7385852
Brandl,"703 Belmar Plaza,Belmar, NJ  07719",3,Belmar ,Monmouth County, Contemporary American,70,4.0,-74.025584,40.1802449
Brasserie,"100 East 53rd Street,New York, NY  10022",3,Midtown East ,New York County, French,262,3.9,-73.9716742,40.7584999
Braai,"329 West 51st Street,New York, NY  10019",2,Theater District / Times Square ,New York County, African,102,3.6,-73.9868019,40.7636412
Bourbon Street Bar & Grill,"346 West 46th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Creole / Cajun / Southern,88,3.8,-73.9897824,40.7603107
Bouley,"163 Duane Street,New York, NY  10013",4,TriBeCa - Downtown ,New York County, French,406,4.6,-74.0088672,40.7169618
Boulder Creek Steakhouse - Franklin Square,"700 Hempstead Turnpike,Franklin Square, NY  11010",2,Franklin Square ,Nassau County, Steak,6,3.5,-73.66632299999999,40.707046
Braeburn Restaurant,"117 Perry Street,New York, NY  10014",3,West Village ,New York County, Contemporary American,152,3.9,-74.0067227,40.7351601
Boulevard Five72,"572 Boulevard,Kenilworth, NJ  07033",3,Kenilworth ,Union County, Contemporary American,73,4.2,-74.2889015,40.6767
Boulder Creek Steakhouse - College Point,"134-15 20th Avenue,College Point, NY  11356",2,College Point ,Queens County, Steakhouse,10,3.2,-73.83379099999999,40.78211
Bottega Del Vino,"7 East 59th Street,New York, NY  10022",3,Upper East Side ,New York County, Italian,64,3.9,-73.9722389,40.7641522
Bottagra,"80 Wagaraw Road,Hawthorne, NJ  07506",3,Hawthorne ,Passaic County, Italian,33,4.3,-74.16226379999999,40.9386991
Bottino,"246 10th Ave,New York, NY  10001",3,Chelsea ,New York County, Italian,85,3.8,-74.0033127,40.7484846
BONDST,"6 Bond Street,New York, NY  10012",4,NoHo ,New York County, Japanese,144,4.0,-73.9943419,40.727018
Boom,"152 Spring Street,New York, NY  10012",3,SoHo ,New York County, Italian,36,3.5,-74.0016057,40.7241841
Bond 45,"154 West 45th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Italian,275,3.6,-73.9851328,40.7575633
Bombay Palace,"30 West 52nd Street,New York, NY  10019",2,Midtown West ,New York County, Indian,20,3.8,-73.97761229999999,40.7603497
Bob's Place,"230 Jericho Turnpike,Floral Park, NY  11001",2,Floral Park ,Nassau County, American,45,3.9,-73.70235009999999,40.7287301
Bodrum Turkish Mediterranean,"584 Amsterdam Avenue,New York, NY  10024",2,Upper West Side ,New York County, Turkish,63,4.0,-73.9740994,40.7893346
Bocca di Bacco,"828 9th Avenue,New York, NY  10019",2,Hell's Kitchen ,New York County, Italian,116,3.7,-73.9867853,40.7661302
Bocca,"39 East 19th Street,New York, NY  10003",2,Gramercy / Flatiron ,New York County, Italian,203,3.9,-73.98886569999999,40.738242
Bobby Van's Steakhouse - 54th Street,"131 E. 54th Street,New York, NY  10169",3,Midtown East ,New York County, Steakhouse,67,3.9,-73.97094899999999,40.759345
Bobo Restaurant,"181 West 10th Street,New York, NY  10014",3,West Village ,New York County, Contemporary American,119,3.9,-74.00261789999999,40.7344802
Bogota Latin Bistro,"141 5th Avenue,Brooklyn, NY  11217",2,Park Slope ,Kings County, Latin American,69,4.2,-73.9789946,40.6781684
Bobby Van's Grill Times Square,"120 W. 45th Street,New York, NY  10036",2,Midtown West ,New York County, American,-1,-1,-73.983916,40.7570272
Bobby Van's Park Avenue - 'The Original',"230 Park Avenue,New York, NY  10169",3,Midtown East ,New York County, Steakhouse,72,3.9,-73.97618260000002,40.7543721
Bobby Van's Steakhouse - Broad Street,"25 Broad Street,New York, NY  10004",3,Financial District ,New York County, Steakhouse,40,3.9,-74.0111372,40.7060887
Bobby Van's Grill - Broad Street,"25 Broad Street,New York, NY  10004",2,Financial District ,New York County, American,44,4.0,-74.0111372,40.7060887
Blue Hill at Stone Barns,"630 Bedford Rd.,Pocantico Hills, NY  10591",4,Pocantico Hills ,Westchester County, American,218,4.8,-73.829092,41.103055
Blue Water Grill,"31 Union Square West at 16th Street,New York, NY  10003",3,Union Square ,New York County, Seafood,442,4.0,-73.9910603,40.7368703
Blue Point Grill,"258 Nassau Street,Princeton, NJ  08542",3,Princeton ,Mercer County, Seafood,144,4.0,-74.6511536,40.3525325
Blue - Blue Point,"7 Montauk Highway,Blue Point, NY  11715",2,Blue Point ,Suffolk County, International,31,3.5,-73.0419532,40.7516569
Blue Smoke,"116 East 27th Street,New York, NY  10016",2,Gramercy / Flatiron ,New York County, Barbecue,373,3.9,-73.9838006,40.74217429999999
Blue Fin - New York,"1567 Broadway at 47th Street,W Hotel Times Square,New York, NY  10036",3,Theater District / Times Square ,New York County, Seafood,351,3.9,-73.98559949999999,40.7593257
The Boat House - East Hampton,"39 Gann Road,East Hampton, NY  11937",2,East Hampton ,Suffolk County, Seafood,56,3.2,-72.1796926,41.0286371
Blue,"99 Church Street,White Plains, NY  10601",3,White Plains ,Westchester County, American,31,4.0,-73.7681364,41.0346605
Bobby Van's Grill - 50th Street,"135 West 50th Street,New York, NY  10020",3,Theater District / Times Square ,New York County, American,106,3.9,-73.9822828,40.7609173
Blue Hill,"75 Washington Place,New York, NY  10011",4,West Village ,New York County, American,263,4.4,-73.9996827,40.7320494
Blu- New York,"127 West 28th Street,New York, NY  10001",3,Chelsea ,New York County, Italian,43,3.3,-73.9917078,40.7468128
BLT Market,"1430 Avenue of the Americas,New York, NY  10019",4,Midtown West ,New York County, Contemporary American,82,4.0,-73.9764922,40.765288
BLT Prime,"111 East 22nd Street,New York, NY  10010",4,Gramercy / Flatiron ,New York County, Steak,186,4.0,-73.9860703,40.7394136
BLT Fish,"21 West 17th Street,New York, NY  10011",4,Gramercy / Flatiron ,New York County, Seafood,104,4.1,-73.99336939999999,40.738593
BLT Steak,"106 East 57th Street,New York, NY  10022",4,Midtown East ,New York County, American,215,3.9,-73.97024689999999,40.7611746
BLT Bar and Grill,"123 Washington Street,New York, NY  10006",3,Financial District ,New York County, American,73,3.6,-74.0137534,40.7092191
Blackwell's Restaurant,"141 Fairway Drive,Wading River, NY  11792",3,Wading River ,Suffolk County, Steak,65,4.4,-72.8206191,40.9501143
Blackstones Steakhouse - Connecticut,"181 Main Street,Norwalk, CT  06851",3,Norwalk ,Fairfield County, Steakhouse,18,4.3,-73.421055,41.1259561
Blond Restaurant - Miller Place,"691 Route 25A,Miller Place, NY  11764",2,Miller Place ,Suffolk County, Contemporary American,34,3.9,-72.9775013,40.9433961
Blaue Gans,"139 Duane Street,New York, NY  10013",2,TriBeCa - Downtown ,New York County, Austrian,111,3.8,-74.0076277,40.71650760000001
Black Rock Tavern,"2320 Black Rock Turnpike,Fairfield, CT  06825",2,"Fairfield, CT ",Fairfield County, Contemporary American,12,3.5,-73.2531807,41.1821734
Blackstone Steakhouse,"10 Pinelawn Road,Melville, NY  11747",4,Melville ,Suffolk County, Steakhouse,134,4.2,-73.4141202,40.78795040000001
The Black Horse Tavern,"1 W Main Street,Mendham, NJ  07945",3,Mendham ,Morris County, Steakhouse,24,3.4,-74.60152099999999,40.77609
Black Duck,"122 East 28th Street,New York, NY  10016",3,Gramercy / Flatiron ,New York County, American,101,3.9,-73.9831232,40.7428157
Black & Blue Steak & Crab,"5493 Sheridan Drive,Amherst, NY  14221",2,Buffalo ,Erie County, Steakhouse,160,4.5,-78.7326478,42.9778058
Black & Blue Seafood Chophouse,"65 Wall Street,Huntington, NY  11743",3,Huntington ,Suffolk County, Seafood,65,4.0,-73.4279899,40.8735968
Black & Blue Steak & Crab - Rochester,"3349 Monroe Avenue,Rochester, NY  14618",2,Rochester ,Monroe County, Steakhouse,148,4.3,-77.5385893,43.1022298
Bistro Z,"455 South Broadway,Tarrytown, NY  10591",3,Tarrytown ,Westchester County, Contemporary American,28,3.4,-73.8636552,41.0606582
Bistro M Restaurant,"70 Glen Head Road,Glen Head, NY  11545",4,Glen Head ,Nassau County, Contemporary American,43,4.4,-73.6264946,40.8337546
